,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
154337,283346,100917615,2010-08-31,2010-08-30,700,9,Van Nuys,909,354,THEFT OF IDENTITY,0929 1822,20.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,13500    VALERIO                      ST,,"(34.2049, -118.4286)"
106393,1151126,151614716,2015-10-14,2015-10-13,2330,16,Foothill,1637,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1606,46.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,7800    FENWICK                      ST,,"(34.2615, -118.3027)"
145966,116466,101313893,2010-05-31,2010-05-30,1430,13,Newton,1375,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41.0,F,B,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440.0,,,,1300 E  57TH                         ST,,"(33.9912, -118.2521)"
106143,993939,160811544,2016-06-10,2013-06-07,1300,8,West LA,819,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1204,59.0,F,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,10400    BAINBRIDGE                   AV,,"(34.08, -118.4344)"
8141,1499214,171413670,2017-06-01,2017-05-29,530,14,Pacific,1427,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,37.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420.0,,,,3400 S  SEPULVEDA                    BL,,"(34.0212, -118.4238)"
17247,618648,121214237,2012-05-30,2012-05-29,1930,12,77th Street,1203,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0432 0421,38.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,930.0,,,,4700 S  GRAMERCY                     PL,,"(34.001, -118.3138)"
67502,329422,110206700,2011-02-22,2011-02-22,1440,2,Rampart,271,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23.0,M,H,402.0,MARKET,,,IC,Invest Cont,442.0,,,,2300 W  OLYMPIC                      BL,,"(34.0523, -118.2823)"
133624,950630,141805668,2014-02-02,2014-02-02,600,18,Southeast,1824,510,VEHICLE - STOLEN,,13.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,800 E  103RD                        ST,,"(33.9433, -118.2608)"
81434,866897,140910111,2014-05-08,2014-05-07,2355,9,Van Nuys,923,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,NOBLE,LEMAY,"(34.1921, -118.4618)"
141062,398943,111004412,2011-01-10,2011-01-09,100,10,West Valley,1065,330,BURGLARY FROM VEHICLE,0344 1609,49.0,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,5300    LINDLEY                      AV,,"(34.1672, -118.5272)"
88449,1384,101323343,2010-10-19,2010-10-18,2030,13,Newton,1367,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,52ND,DUARTE,"(33.9955, -118.2423)"
91027,1239712,160324872,2016-11-07,2016-11-07,2045,3,Southwest,392,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0329 1813 0356 1307 1309,42.0,F,B,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,626.0,740.0,,,4700    CRENSHAW                     BL,,"(34.001, -118.3308)"
19021,538635,120319998,2012-09-01,2012-09-01,1130,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0913 1247,22.0,F,B,203.0,OTHER BUSINESS,,,AA,Adult Arrest,440.0,,,,4100    CRENSHAW                     BL,,"(34.0102, -118.3351)"
152267,779123,132006838,2013-03-02,2013-03-02,2330,20,Olympic,2004,886,DISTURBING THE PEACE,0319 0913,38.0,M,H,101.0,STREET,,,AO,Adult Other,886.0,,,,600 N  HARVARD                      BL,,"(34.0817, -118.3046)"
36303,601908,121018280,2012-11-01,2012-11-01,15,10,West Valley,1011,888,TRESPASSING,1501,30.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,19300    SATICOY                      ST,,"(34.2084, -118.5535)"
50241,829956,140416721,2014-11-11,2014-06-10,2100,4,Hollenbeck,497,763,STALKING,0340 0347,26.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,763.0,,,,3000    GLENN                        AV,,"(34.0228, -118.2133)"
145331,1038468,150509240,2015-04-29,2015-04-28,1300,5,Harbor,501,330,BURGLARY FROM VEHICLE,0344 1300 0329 1601,46.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,18600 S  VERMONT                      AV,,"(33.862, -118.2906)"
136405,354499,110417311,2011-11-30,2011-11-30,2200,4,Hollenbeck,426,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,,M,W,401.0,MINI-MART,,,IC,Invest Cont,440.0,,,,4800    HUNTINGTON                   DR,,"(34.0887, -118.1725)"
74858,679502,121813126,2012-06-23,2012-06-22,2220,18,Southeast,1842,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,19.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,400 W  112TH                        ST,,"(33.9329, -118.2815)"
149220,193780,102111471,2010-05-20,2010-05-20,1730,21,Topanga,2136,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1814,34.0,F,H,720.0,JUNIOR HIGH SCHOOL,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,21400    COHASSET                     ST,,"(34.2065, -118.5975)"
47802,619201,121215203,2012-06-13,2012-06-12,1600,12,77th Street,1207,946,OTHER MISCELLANEOUS CRIME,0112 1309 1822,53.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,900 W  45TH                         ST,,"(34.0027, -118.2896)"
103982,1443795,170312869,2017-05-13,2017-05-12,1830,3,Southwest,305,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1821 0417,45.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2400    HILLCREST                    DR,,"(34.0334, -118.3423)"
86380,1236339,160319014,2016-08-15,2016-08-14,1830,3,Southwest,397,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1300 W  42ND                         ST,,"(34.0073, -118.298)"
115429,656418,121523167,2012-12-06,2012-12-06,1730,15,N Hollywood,1513,310,BURGLARY,1403 1202 0321 1221 0344 0352 1609,74.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7000    BELLAIRE                     AV,,"(34.1976, -118.4094)"
138008,6954,130121999,2013-10-14,2013-10-13,1715,1,Central,111,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0417,48.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,CESAR E CHAVEZ,HILL,"(34.0591, -118.2412)"
25614,46002,130612419,2013-04-28,2013-04-27,1600,6,Hollywood,642,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,33.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1400 N  CURSON                       AV,,"(34.0962, -118.355)"
123916,298291,101415604,2010-06-28,2010-06-21,800,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,42.0,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,300    WORLD                        WY,,"(33.944, -118.4073)"
9545,291453,101208490,2010-02-28,2010-02-28,130,12,77th Street,1265,624,BATTERY - SIMPLE ASSAULT,0400 1309,39.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 W  81ST                         PL,,"(33.9655, -118.2918)"
30343,531966,120307150,2012-02-21,2012-02-21,1915,3,Southwest,338,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21.0,F,H,402.0,MARKET,,,IC,Invest Cont,440.0,,,,3100 S  HOOVER                       ST,,"(34.0268, -118.284)"
88474,408612,111107085,2011-03-03,2011-03-03,100,11,Northeast,1112,330,BURGLARY FROM VEHICLE,0344 1307,29.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,2700    DICTURN                      ST,,"(34.1266, -118.2247)"
104933,178281,131223505,2013-10-18,2013-10-16,1200,12,77th Street,1215,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,49.0,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,1000 W  55TH                         ST,,"(33.9923, -118.2915)"
139952,547565,120413906,2012-08-29,2012-08-24,1500,4,Hollenbeck,438,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,42.0,M,K,101.0,STREET,,,IC,Invest Cont,420.0,,,,2500    LOMBARDY                     BL,,"(34.0759, -118.1738)"
99353,945854,141713333,2014-08-04,2014-08-04,1910,17,Devonshire,1764,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,27.0,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,9300    TAMPA                        AV,,"(34.2564, -118.5536)"
131751,798470,140115462,2014-06-27,2014-06-27,1640,1,Central,174,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0202,27.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,800 S  MAIN                         ST,,"(34.0428, -118.2532)"
84154,950934,141806346,2014-02-17,2014-02-03,1000,18,Southeast,1806,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1202,71.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,700 E  89TH                         ST,,"(33.9556, -118.263)"
28176,979987,142107000,2014-03-09,2014-03-08,1600,21,Topanga,2146,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1606,30.0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,421.0,,,,7000    JORDAN                       AV,,"(34.1974, -118.6029)"
23470,401560,111010132,2011-05-10,2011-05-10,1415,10,West Valley,1001,310,BURGLARY,0344 1609,35.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,8000    AURA                         AV,,"(34.2156, -118.5546)"
22663,317153,110406809,2011-03-09,2010-08-01,1200,4,Hollenbeck,449,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0361 0400 0522 0558 1258,,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,,,,1000    TREMONT                      ST,,"(34.0528, -118.1978)"
67397,494691,111920578,2011-10-06,2011-10-05,2015,19,Mission,1971,946,OTHER MISCELLANEOUS CRIME,0906 1402 1501,10.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,998.0,,,9000    ORION                        AV,,"(34.2338, -118.472)"
111633,1328633,161225768,2016-10-19,2016-10-18,2100,12,77th Street,1267,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8200 S  FIGUEROA                     ST,,"(33.9628, -118.2827)"
50770,583533,120816498,2012-10-28,2012-10-27,2230,8,West LA,847,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,2200    LINNINGTON                   AV,,"(34.0498, -118.4215)"
142683,673208,121720649,2012-11-22,2012-11-22,300,17,Devonshire,1749,510,VEHICLE - STOLEN,,11.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,10600    WOODLEY                      AV,,"(34.2629, -118.4848)"
106494,933128,141521833,2014-12-11,2014-12-10,1100,15,N Hollywood,1567,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 0377,28.0,F,O,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,4300    CARTWRIGHT                   AV,,"(34.1489, -118.3636)"
42332,482923,111816328,2011-08-06,2011-08-05,1830,18,Southeast,1863,762,LEWD CONDUCT,0500 1259,14.0,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,762.0,,,,11600    AVALON                       BL,,"(33.9292, -118.2652)"
36787,464291,111614458,2011-08-06,2011-08-06,1700,16,Foothill,1641,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0305 0336 0344 0352 0346,40.0,F,A,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,,,,10000    LAUREL CANYON                BL,,"(34.252, -118.4249)"
153108,63129,130810895,2013-06-23,2013-06-22,1130,8,West LA,859,310,BURGLARY,0344 1606,39.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1400 S  WOOSTER                      ST,,"(34.0546, -118.3826)"
120265,995807,150101630,2015-11-22,2015-11-22,2020,1,Central,163,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1307 0329,,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,BROADWAY,OLYMPIC,"(34.0438, -118.2547)"
42520,1564784,171513162,2017-06-07,2017-06-03,2230,15,N Hollywood,1546,810,"SEX, UNLAWFUL",0527 1259 0515 1820 1402 1415 1822 0400 0501 0503,16.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,810.0,998.0,,,11600    OTSEGO                       ST,,"(34.1631, -118.3855)"
1671,1313148,161115480,2016-08-28,2016-08-27,1717,11,Northeast,1142,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1210 0603,51.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,2600    ABERDEEN                     AV,,"(34.1165, -118.2898)"
108827,394985,110916121,2011-08-08,2011-08-08,1745,9,Van Nuys,919,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0360 0400 0444,39.0,M,O,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230.0,,,,6600    VENTURA CANYON               AV,,"(34.1903, -118.429)"
118874,927480,141511114,2014-05-19,2014-05-18,2000,15,N Hollywood,1557,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,61.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,DENNY                        AV,ADDISON                      ST,"(34.1613, -118.3648)"
84013,589944,120913903,2012-07-03,2012-05-28,1200,9,Van Nuys,941,310,BURGLARY,1602 0344,65.0,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,15300    OXNARD                       ST,,"(34.1794, -118.4662)"
129959,1505753,171514118,2017-06-25,2017-06-25,1300,15,N Hollywood,1548,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,65.0,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
134599,961124,141906693,2014-02-19,2014-02-17,2300,19,Mission,1945,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14300    SAN JOSE                     ST,,"(34.2633, -118.4455)"
55707,762639,131811136,2013-06-03,2013-06-02,800,18,Southeast,1804,624,BATTERY - SIMPLE ASSAULT,0444,50.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600    CALIBURN                     DR,,"(33.9565, -118.2646)"
98835,277593,100905218,2010-01-24,2010-01-24,155,9,Van Nuys,915,624,BATTERY - SIMPLE ASSAULT,0400,19.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SHERMAN                      WY,LENNOX                       AV,"(34.2012, -118.4455)"
48376,1458543,170613046,2017-06-01,2017-05-31,1700,6,Hollywood,678,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1606,54.0,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,900 N  HOBART                       BL,,"(34.0863, -118.3051)"
26797,381031,110719168,2011-12-18,2011-12-18,1335,7,Wilshire,721,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1309 0919 1310 1414,47.0,M,W,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,740.0,,,,BEVERLY                      BL,LA CIENEGA                   BL,"(34.0761, -118.3766)"
53493,417598,111206422,2011-02-04,2011-02-04,1830,12,77th Street,1268,624,BATTERY - SIMPLE ASSAULT,0344 0444 1243 2000,29.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,8500 S  MAIN                         ST,,"(33.9612, -118.2739)"
85607,744905,131607605,2013-03-31,2013-03-31,1130,16,Foothill,1608,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1606,46.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,10500    KURT                         ST,,"(34.2777, -118.3581)"
46191,743753,131604994,2013-01-26,2013-01-25,1900,16,Foothill,1622,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,24.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,13400    FILMORE                      ST,,"(34.2691, -118.4252)"
16797,1545250,171611251,2017-06-26,2017-06-26,800,16,Foothill,1675,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,51.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,8800    GLENOAKS                     BL,,"(0, 0)"
101255,824512,140404227,2014-01-07,2013-01-06,2330,4,Hollenbeck,466,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,12.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,MOTT,CINCINNATI,"(34.0467, -118.2031)"
92497,302678,101604392,2010-01-09,2010-01-09,1,16,Foothill,1601,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 0903 1414,60.0,M,O,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,745.0,,,,12900    VAUGHN                       ST,,"(34.2884, -118.4133)"
113704,1484420,171208009,2017-02-26,2017-02-25,2300,12,77th Street,1208,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,700 W  47TH                         ST,,"(34.0006, -118.2856)"
91603,350979,110408629,2011-04-20,2011-04-20,2015,4,Hollenbeck,415,210,ROBBERY,0337 0344 0416 0429 0445 1206 1218 1817,51.0,M,H,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,210.0,,,,PASADENA                     AV,DALY,"(34.0793, -118.2148)"
142436,242614,100418649,2010-12-05,2010-12-05,1540,4,Hollenbeck,439,624,BATTERY - SIMPLE ASSAULT,0305 0416 1309,48.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1900    LANSDOWNE                    AV,,"(34.0641, -118.1747)"
60471,228234,100313911,2010-05-21,2010-05-21,2233,3,Southwest,327,220,ATTEMPTED ROBBERY,0337 0400 0416,22.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,29TH                         ST,ORCHARD                      AV,"(34.0284, -118.2874)"
135761,1582505,171518390,2017-09-06,2017-09-06,900,15,N Hollywood,1535,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,5600    BECK                         AV,,"(34.1722, -118.3834)"
123438,1192474,152021174,2015-12-31,2015-12-30,2000,20,Olympic,2025,330,BURGLARY FROM VEHICLE,1402 0346 0344,26.0,F,A,108.0,PARKING LOT,,,IC,Invest Cont,330.0,998.0,,,300 S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)"
92835,996557,150105927,2015-02-01,2015-01-31,2330,1,Central,182,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 S  OLIVE                        ST,,"(34.0423, -118.2595)"
128674,518717,120118237,2012-08-21,2012-08-16,1730,1,Central,156,624,BATTERY - SIMPLE ASSAULT,0429 0400 0416 0417,41.0,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH,WALL                         ST,"(34.0446, -118.245)"
85099,1056964,150709381,2015-05-05,2015-05-05,400,7,Wilshire,753,310,BURGLARY,1609 1402 1414,14.0,M,B,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310.0,998.0,,,5500 W  PICO                         BL,,"(34.0537, -118.3619)"
26480,1527730,172008961,2017-04-09,2017-04-08,1830,20,Olympic,2069,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ARAPAHOE,OLYMPIC,"(34.0524, -118.2854)"
107691,1284269,160814815,2016-08-22,2016-08-22,1300,8,West LA,857,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1256 1257,41.0,M,O,301.0,GAS STATION,,,IC,Invest Cont,341.0,,,,9400 W  PICO                         BL,,"(34.0553, -118.3942)"
75943,1346233,161414388,2016-05-20,2016-05-02,800,14,Pacific,1454,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,83.0,F,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,745.0,,,,13200    ADMIRAL                      AV,,"(33.9814, -118.4351)"
141283,204068,111806742,2011-02-17,2010-09-01,1500,18,Southeast,1803,354,THEFT OF IDENTITY,0100 0377 1822,29.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8700 S  SAN PEDRO                    ST,,"(33.9591, -118.2695)"
21388,416921,111205006,2011-01-15,2011-01-15,130,12,77th Street,1263,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0416 1206 1822,30.0,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,1700 W  MANCHESTER                   AV,,"(33.96, -118.3068)"
10575,424470,111219613,2011-08-05,2011-08-04,300,12,77th Street,1211,210,ROBBERY,0330 0334 0344 1300,52.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,5400    5TH                          AV,,"(33.9932, -118.3225)"
34764,287649,101015978,2010-09-02,2010-09-02,900,10,West Valley,1015,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,7500    ZELZAH                       AV,,"(34.2066, -118.523)"
69061,1119976,151317592,2015-09-06,2015-09-05,2300,13,Newton,1361,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 W  45TH                         ST,,"(34.0029, -118.2762)"
13062,938259,141612362,2014-08-15,2014-08-15,520,16,Foothill,1651,910,KIDNAPPING,2000 1814 0416 0443,40.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,910.0,,,,LAUREL CANYON                BL,BRANFORD                     ST,"(34.2439, -118.4164)"
29318,1141929,151518438,2015-09-17,2015-09-17,1140,15,N Hollywood,1532,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319,58.0,M,W,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,VICTORY                      BL,HOLLYWOOD                    FY,"(34.1867, -118.4015)"
70318,797419,140112120,2014-05-08,2014-05-08,445,1,Central,161,624,BATTERY - SIMPLE ASSAULT,0431,26.0,M,O,210.0,RESTAURANT/FAST FOOD,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,624.0,,,,800 S  FIGUEROA                     ST,,"(34.0479, -118.2612)"
156751,114027,101307731,2010-02-23,2010-02-23,1130,13,Newton,1373,624,BATTERY - SIMPLE ASSAULT,0319 0444 0913 1815,27.0,M,H,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 E  56TH                         ST,,"(33.9916, -118.2652)"
12264,1183136,151924125,2015-12-29,2015-12-28,2330,19,Mission,1945,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,19.0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,15300    CHATSWORTH                   ST,,"(34.2647, -118.4517)"
5004,129354,131120595,2013-11-23,2013-11-23,1600,11,Northeast,1171,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MALTMAN,EFFIE,"(34.0929, -118.2749)"
56581,547433,120413624,2012-08-22,2012-08-22,1100,4,Hollenbeck,499,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1821 0429 0448 0416,26.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1200    PRADO                        ST,,"(34.0189, -118.1942)"
12879,970996,142007612,2014-03-20,2014-03-13,130,20,Olympic,2045,624,BATTERY - SIMPLE ASSAULT,0416 0342 1309 0444 0429,48.0,F,A,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3200 W  8TH                          ST,,"(34.0577, -118.2976)"
64905,1177440,151912919,2015-06-14,2015-06-14,1040,19,Mission,1987,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8400    MURIETTA                     AV,,"(34.2242, -118.4395)"
